"self licking","",17.19,20.09,2.9,""
"self licking","",32.69,34.88,2.19,""
"self licking","",39.21,42.97,3.76,""
"allogrooming","",3.501,5.27,1.769,""
"allogrooming","",38.182,41.67,3.488,""
"allogrooming","",44.102,45.12,1.018,""
"allogrooming","",60.527,71.52,10.993,""
"allogrooming","",79.74,94.98,15.24,""
"allogrooming","",142.751,147.23,4.479,""
"allogrooming","",159.677,162.06,2.383,""
"allogrooming","",172.026,172.58,0.554,""
"allogrooming","",199.612,205.028,5.416,""
"allogrooming","",207.17,212.251,5.081,""
"allogrooming","",212.67,214.99,2.32,""
"allogrooming","",232.646,234.74,2.094,""
"allogrooming","",291.678,297.365,5.687,""
"allogrooming","",374.01,375.96,1.95,""
"allogrooming","",379.005,393.52,14.515,""
"allogrooming","",395.403,401.12,5.717,""
"allogrooming","",409.077,419.374,10.297,""
"allogrooming","",427.89,430.005,2.115,""
